sku,name,unit,current_stock,reorder_threshold,supplier_name,lead_time_days,category,notes,unit_price
BB-23715,Tasty Pro Fitness Conscious Edible Oil,unit,1840.0,398.0,Masala King,7,"Foodgrains, Oil & Masala","We understand the staying fit is important for you and your family. So when it comes to food, it important that you make the right choices to ensure your efforts are fruitful.
Oil is an essential ingredient in your meals.
Most often, the first step will be to reduce the amount of oil used. But that might not be enough.
You need to choose the right cooking oil that works as hard as you do. With LOSORBâ„¢ technology, Saffola Tasty blended edible oil ensures that your food absorbs upto 29% lesser oil*.
Its dual seed technology helps with a good balance of MUFA & PUFA, providing you with complete nutrition from fats.
This vegetable oil brings alive the natural flavour of the food cooked & spices used, without altering any flavour.
Since quantity of oil consumed every day is as important as the quality of oil you choose for daily cooking, Saffola Tasty cooking oil helps you ensure both.
Complement your fitness efforts with healthy choices. Choose Saffola Tasty! *as compared to commonly consumed cooking oils; basis frying studies on potato, 2018.",926.1
BB-23718,Panty Liners - Soft Classic,unit,5241.0,876.0,CareWell Distributors,7,Beauty & Hygiene,"Bella Panty is the European brand of panty liners designed for daily use, ideal to protect underwear against white discharges, perfect for light flow during first and last days of the period, can be used alongside tampons as additional protection in case of leakages. It is imported from Europe. Air Circulation ensures the feeling of freshness, dryness and protection against rashes and irritations. Soft nonwoven cover, exceptionally delicate and pleasant for the skin. The anatomical shape and just 3 mm thickness ensure discreet protection. Latex-free construction minimizes the risk of allergic reactions. Dermatologically tested. We support Bella Training Programme, an educational platform to increase the knowledge about women's health and hygiene in India.",153.0
BB-23722,"Plastic Basket Fruit & Vegetable Colander/Strainer - Small, Blue, Deluxe, 13220 OI",unit,789.0,173.0,CleanHome Supplies,7,Cleaning & Household,Use this perforated bowl to strain off the liquid from the fruits and vegetables and other food items easily. It prevents the wastage of the food items while washing or cooking. These are made of high-quality food-grade plastic.,49.0
BB-23757,Two Blades Pack,unit,695.0,118.0,SoftTouch Hygiene,7,Beauty & Hygiene,"A man does not need pick-up lines. He just needs Uncle Tony blades. Featuring amorphous diamond coating that provides comfort and safety, each cartridge is a 5 blade system and comes with a precision trimmer on the back. Sharp as your wit, these blades are perfectly engineered to give you the finest shave.",299.25
BB-23760,Organic - Red Kidney Beans in Water,unit,305.0,84.0,Chef's Basket Supplies,7,Gourmet & World Food,"Available in organic and non-organic. In addition to Mexican foods, red kidney beans can be used in a multitude of dishes, including bean salads, soups and casseroles. They are also used in Louisiana Creole and Caribbean cooking. Epicure red kidney beans have been cooked to break down the naturally occurring toxins in this type of bean. Once our beans have been rinsed they are ready for use. We have selected the best beans from the Chippewa Valley, Wisconsin.",250.0
BB-23763,Amla Hair Repair Hot Oil Treatment,bottle,2098.0,357.0,Aura Personal Care,7,Beauty & Hygiene,"Amla hair repair treatment mask is an intensive repair treatment for dry, dull, unmanageable, frizzy and brittle hair. It contains natural oils like coconut oil, olive oil, lavender oil, which penetrate into the hair shaft and repair damage, remove split ends and arrest hair fall. It is enriched with Amla - that rejuvenates hair and prevents hair loss, Ashwagandha - that acts as an anti-oxidant and boosts hair growth, Brahmi - strengthens and moisturizers hair, Coconut oil - softens and nourishes hair, Jatamansi - that acts as a hair tonic and prevents premature greying and Wheat Protein - which hydrates hair.",440.0
BB-23782,Vitamin C Skin Brightening Gel,unit,624.0,108.0,PureSkin Essentials,7,Beauty & Hygiene,"I am 100% free of petrochemicals, phthalates, toxic ingredients, artificial fragrance and colour. My preparation, packed with natural source of Vitamin C lightens and protects while the grape juice guards the skin against UV damage and ageing. Powered by the extracts of cherry and licorice, I am enriched with anti pigmentation and skin cell regeneration properties. The exquisite fusion of essential oils of neroli & lemon helps to maintain the natural pH balance and promotes skin elasticity while the saffron infused water in my formulation treats the skin blemished. I leave your skin lighter and lustrous all day.",375.0
BB-23783,Blush & Glow Pomegranate Sheet Mask,unit,392.0,65.0,CareWell Distributors,7,Beauty & Hygiene,"Lakme brings to you its first range of exciting Sheet Masks from blush and glow. If you are facing dull, dry, patchy skin that is yearning for some hydration that is infused with the goodness of your favourite fruits. If your skin wants to get a glow that feels like a fruit facial, our sheet masks are meant to give you exactly that! Now soak your face in the goodness of 100% pure fruit extracts with the range of Lakme Blush & Glow Fruity-Licious Sheet Masks. As you leave on this delightfully refreshing sheet mask, your face gets a burst of freshness and a gorgeous fruit-kissed glow. In just 15 minutes you feel rejuvenated like just out of a fruit facial. What’s more, the light, breathable fabric fits your face perfectly and smells oh! so delicious. It’s the ultimate way to pamper and nourish your skin and make it look fresh and feel soft and supple. Just tear, wear and get the glow! Try our collection of your favourite fruits – strawberry, watermelon, lemon, kiwi and pomegranate now and get addicted to the fruity-licious experience! For best results, cleanse face first with Lakme Blush & Glow face wash. It is suitable for all skin types and is dermatologically tested.",75.0
BB-23791,"Body Wash - Mint & Cucumber, Shower Creme",unit,1982.0,340.0,SoftTouch Hygiene,7,Beauty & Hygiene,Refresh yourself with the care of Vivel Mint & Cucumber Body wash – it moisturizes your skin to make it soft and smooth. Indulge yourself with its great fragrance with every bath. This shower creme gently cleans your skin and the creamy lather leaves you feeling refreshed. It washes off easily and is suitable for a quick bath. Experience a foamy bath that doesn’t need a loofah. This body wash is suitable for women and men – a bathing experience different from soap. This body wash washes away germs and protects from pollution.,40.0
BB-23804,Dishwashing Liquid - Citrus,unit,3668.0,824.0,HomeCare Solutions,7,Cleaning & Household,"Frosch Dishwashing Balm in Citrus contains highly effective, organic grease-solvents from lemon peel which removes grease and dirt naturally. It has a neutral pH-level which ensures that your skin does not dry out while washing dishes and remains supple. At the same time, it also dispenses a pleasant, fresh lemon scent.",239.0
BB-2382,Beetroot - Diced,unit,654.0,322.0,GreenHarvest Produce,7,Fruits & Vegetables,"These edible ruby red roots are smooth and bulbous. Beetroots have the highest sugar content than any other vegetable. We deliver them fresh and diced, making your preparations less messy and much easy.",26.0
BB-23826,"Ball Hanging Rice Paper Decorative Lantern - Kandal White, 14 Inch",unit,1275.0,274.0,EcoClean India,7,Cleaning & Household,"Amp up the aura of the place by hanging this white coloured rice paper ball lantern. They are manufactured using high-quality rice paper with wire framing, as these are open-ended lanterns with wire extender. It is easy to set up and can transform a dull ambience into a glowing and soothing ambience.",119.0
BB-23846,Organic - Mustard Oil,unit,531.0,115.0,Masala King,7,"Foodgrains, Oil & Masala","Turn Organic Mustard Oil is extracted with zero use of chemical substances and is double filtered to remove impurities, providing a healthy alternative to your dietary needs.",130.5
BB-23852,Fig & Orange Conserve,unit,215.0,63.0,FineFoods Distributors,7,Gourmet & World Food,"Made with whole figs (anjeer) with a hint of orange to give you a flavorful taste. This conserve has the sweet flavour of the whole fig combined with the refreshing citrus flavour of juicy orange. Perfect for your sweet tooth cravings. Made with the finest ingredients, the taste will never fail to mesmerise your tastebuds.
Created by international chefs, our products are made in small batches to give the authentic flavour that you will relish. Bring out the chef in you with our exciting range of Happy Chef products; sauces, dips and conserves, pasta, baking bars and buttons.",119.0
BB-23855,"Hard Anodised Saucepan With Stainless Steel Lid - L95, 16 Cm",unit,1858.0,315.0,HomeEssentials India,7,"Kitchen, Garden & Pets","Futura Hard Anodised Saucepan comes with a spout for pouring and is especially suitable for making tea or other beverages and boiling milk. The larger capacity saucepans have flared rims. All saucepans either come with a lid or are offered with an optional lid. It has one long handle. Ezee-Pour spout comes with almost no-drip feature and therefore is preferred for making soups, tea or other beverages, or boiling milk.",997.5
BB-2386,Nail Filer - No 20,unit,1893.0,322.0,MedLife Wholesale,7,Beauty & Hygiene,Nail fileÂ is a tool used to gently grind down and shape the edges of nails,101.25
BB-23860,Baby Skincare Wipes - Super Saver Pack,pack,178.0,38.0,LittleOnes Care,7,Baby Care,"Johnson's baby wipes with lid protects newborn delicate skin from redness and rashes.
Johnson's baby wipes have sponge-like fibres with 3x moisturizing lotion for soft and gentle care for a newborn.
Alcohol-free, soap-free.
Every Johnson’s product passes a 5 level safety assurance process.
No harmful chemicals. Only 100% gentle care.
Fliptop on the pack helps keep moisture locked in for longer use.
Clinically mildness proven.",412.8
BB-23882,"Hibiscus Tea Syrup, makes 8 - 10 drinks, 100% Natural",unit,1033.0,303.0,Chef's Basket Supplies,7,Gourmet & World Food,"100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
Founder’s favourite! The natural tartness of hibiscus flowers really comes together with perfectly brewed black tea leaves and dust. A bit of lemon juice and sugar. The colour is divine.",300.0
BB-2389,Skin Lightening Natural Fruit Bleach,unit,374.0,309.0,SoftTouch Hygiene,2,Beauty & Hygiene,"The unique Olivia Natural Fruit Bleach contains a Bleach Enhancer with AHA. This bleach Enhancer is a special concentrate enriched with fruit acids derived from Lemon and Passion Fruit which help hydrate your skin and maintain its youthfulness. The bleaching cream contains fruit extracts of Strawberry, Raspberry, Kiwi, Apple Peach and Papaya that helps restore moisture. It lightens unwanted facial and body hair whilst rejuvenating you with natural fruit ingredients which have unique anti-ageing properties. Enjoy the exotic fruity experience of this refreshing natural fruit bleach that will give you a radiant glow. Hydrate your skin and feel fresh with this post bleach serum, enhanced with sunscreen that protects your skin against tanning.
Caution: Contains Hydrogen Peroxide. Avoid contact with eyes. Rinse immediately with plenty of water if the product comes in contact with eyes. Always store in a cool and dry place.",17.0
BB-23891,Pineapple and Pomegranate Cut,unit,350.0,176.0,GreenHarvest Produce,7,Fruits & Vegetables,"Preservation of vegetables is always a priority consideration of the Govt. of India. Minimally processed and packed vegetables are cost effective and technologically viable way of preservation. CFTRI over the last decade has exhaustively worked on this aspect to crystallize an adaptable technology, which has a potential for industrial adoption, effective storage life ranging from 0-5 days. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
 Pomegranate variety has a glossy, vibrant and soft ruby-red skin. The inside of the fruit is divided into compartments by thin white membranes. This nutrient dense, antioxidant wealthy fruit is considered to be a super-food. It is a fine supply of vitamin K, C, minerals and B-complex vitamins like potassium, calcium, manganese and copper. It is rich supply of soluble and insoluble dietary fibers.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",114.0
BB-23907,Gin Cocktail Mixers - 100% Natural,unit,293.0,90.0,FineFoods Distributors,7,Gourmet & World Food,"Swa Artisanal Syrups Jamun Kalakhatta Syrup - Makes 8-10 Drinks 250 ml +Swa Artisanal Syrups Hibiscus Tea Syrup - Makes 8 - 10 Drinks 250 ml
100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
Jamun, the black-berries of India. They have a tonne of medicinal and health benefits. In India, we’ve always had Jamun with black salt and other spices. Swa Jamun kalakhatta Syrup uses jamun fruit with a bunch of spices, sugar and black salt. The colour that jamun fruit brings to the drink is what steals the show though.
100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
Founder’s favourite! The natural tartness of hibiscus flowers really comes together with perfectly brewed black tea leaves and dust. A bit of lemon juice and sugar. The colour is divine.",600.0
BB-23909,Baby Bath - Daily Moisturising,unit,719.0,155.0,LittleOnes Care,7,Baby Care,"AVEENOÃ‚Â® Baby Daily Moisturising Bath 354 ml blends natural oat extract into a rich lathering cleansing wash. It includes 5 vital ingredients present in oats, also naturally found in healthy skin. This tear-free formula can be used on skin as it gently cleanses and nourishes, leaving behind a soft, fresh fragrance. AVEENOÃ‚Â® Baby Daily Moisturising Bath is formulated to be gentle enough even for infants and babiesÃ¢â‚¬â„¢ sensitive skin. ItÃ¢â‚¬â„¢s tear free, soap free and paraben free. _x000D__x000D__x000D_
_x000D__x000D__x000D_
AVEENOÃ‚Â® uses select natural ingredients because of their advanced benefits. These are called ACTIVE NATURALSÃ‚Â®, natural ingredients uniquely formulated to deliver visible results. Scientists at Aveeno follow highest standards of ingredient selection, formulation and manufacturing, with processes that retain the strength and purity of such ingredients. ACTIVE NATURALSÃ‚Â® Oat Extract is carefully extracted from the oat kernel and contains 5 vital ingredients also found naturally in healthy baby skin. These ingredients like proteins, lipids, enzymes, vitamins and anti-oxidants provide a soothing effect while gently nourishing delicate baby skin.",799.0
BB-23932,6 Seconds Filter Coffee Decoction,unit,950.0,275.0,Exotic Ingredients Co.,7,Gourmet & World Food,"Make a quick cup of traditional filter coffee anytime and anywhere. It gives the same aromas, and the rich, dark colours, without the fuss or hassle in making it. Now make authentic filter coffee in seconds with our ready-to-use decoction.
 Benefits 
1. Made with good quality ingredients.
2. Easy to use, hassle-free and store.
3. Quick and easy to make within seconds.",50.0
BB-23946,Oil - Heart,unit,2370.0,498.0,GrainCo Vijayawada,7,"Foodgrains, Oil & Masala","Sundrop Heart is a scientific blend of high quality, specially processed rich Rice Bran (80%) and Sunflower (20%) oils. It is rich in a special nutrient called 'Oryzanol', which is known to reduce bad cholesterol (LDL) levels. The consumer response to Sundrop Heart has been overwhelming. Besides its health benefit, the food cooked in Sundrop Heart is tasty, making it an ideal cooking medium for the entire family. The four pillars are health, taste, lightness and vitality. Sundrop Gold lite is made out of 100% Sunflower oil and is the market leader in the category of refined oil.",426.0
BB-23947,"Ticket Perfume, Champion",unit,1359.0,231.0,Aura Personal Care,7,Beauty & Hygiene,"The Worlds Number #1 Male Deodorant AXE, introduces a revolutionary pocket-sized pack, Axe Ticket. This compact, No Gas Body Perfume will be your perfect partner whether its a long day at college, or a date at the movies or a rocking party at the most popular club in town. This attractive, sleek and portable pack will be the perfect accessory no matter what the occasion._x000D__x000D__x000D__x000D_
Just 3-4 sprays in the morning, keeps you feeling fresh for 12 hours. Simply spray AXE Ticket Perfume on your neck & chest after taking a shower and continue smelling great throughout the day. You can carry this portable body perfume wherever you go and spray it whenever you need just that extra boost of confidence, protecting you from body odour. Its long lasting fresh fragrance is wearable on any occasion - casual or formal, day or night. Get set to make an impression when it matters most._x000D__x000D__x000D__x000D_
A single Axe Ticket Perfume for men offers 250 sprays. so now you can smell great all day long. So, what are you waiting for? Grab your very own Axe Ticket Perfume. Explore the magic and let it take you places.",58.5
BB-23974,Sanitary Pads - Ultra-Dry (With Wings),unit,1861.0,323.0,DermaCare Solutions,7,Beauty & Hygiene,"Stayfree Ultra Dry feminine pads with Wings was inspired by athletic wear. It features flexible layers that move with your body, while Thermo Control Technology wicks moisture away.  For Beauty tips, tricks & more visitÃ‚ https://SIRA.blog/",40.0
BB-23976,Hakka Noodles - Egg,unit,390.0,116.0,Britannia Regional Hub,7,Snacks & Branded Foods,"It is ready to cook noodles having good taste and gives energy when cooked. Desi Noodles is the adaptation of Chinese seasoning and cooking techniques to cater to Indian tastes. Today, Noodles is an integral part of the Indian diet. Hakka label refers to the Chinese origins of the noodles. Hakka belongs to Hakka Han region and is also a language in China. When cooked, it is an apt dish for kitty parties and celebrations.",140.0
BB-240,My Story For Him - Perfumed Deodorant Natural Spray,unit,270.0,38.0,CareWell Distributors,7,Beauty & Hygiene,"About My Story For Him:Youre the director. Youre the lead. You plan the twists. You pick the cast. It may not be picture-perfect, but its your story. And youre just getting started. The citrus, spicy, the aquatic fragrance of My Story, infused with floral, citrusy notes, is a fitting ode to your journey - complex, satisfying and full of surprises. Leaves you with a sense of freedom & serenity.Fragrance Family: Citrus - Spicy - AquaticThe Note Story: The Top Notes contains Citrus and Floral, which gives the most impact and initial spark. The Heart Notes are Spicy and it is the Character of the Fragrance. The Base Notes contains Musk and Woody and it gives the long-lasting freshness.",295.0
BB-24058,XX1 Cologne - For Men,unit,502.0,79.0,Glamour Care Distributors,7,Beauty & Hygiene,"New Engage XX1 series is a range of premium Cologne spray For Men. It has the fragrance of fresh citrus and cinnamon that gives you long lasting aroma. It gives you protection against bad odour for a long time. The spray is easy to use and apply. It keeps you feeling fresh all day long. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this spray.",225.01
BB-2408,Chic-Issme Set - Eau De Parfum + Deodorant,unit,448.0,72.0,SoftTouch Hygiene,7,Beauty & Hygiene,"For a timeless, unique experience! Try this long-lasting fragrance to stay fresh and noticeable all day. Irresistibly voluptuous, lily and jasmine leave the very heart of the night fragrant, giving into musks and white amber. At dawn, vaporous notes of tea rose come into bloom. Floral White. This fragrance for women will surely speak of your presence.",896.25
BB-24080,Romantic Eau De Toilette For Women,unit,1716.0,301.0,PureSkin Essentials,7,Beauty & Hygiene,"This Eau De Toilette will make you feel the whiff of French Perfumes come alive with the feminine notes of Bulgarian Roses, White Jasmine, Mandarin and Violet. The soft floral feminine scent fragrance is inspired by France, which is the birthplace of the best perfumes. Wrap yourself in the luxury of this irresistible scent and reveal your natural romantic self.",598.0
BB-24084,Regenerist Advanced Anti-Ageing Revitalizing Skin Serum,unit,933.0,153.0,CareWell Distributors,7,Beauty & Hygiene,Olay Regenerist offers advanced appearance correcting anti ageing skin care products that help regenerate skins appearance without drastic measures. Leave your skin feeling velvety smooth with this highly concentrated form of Olays amino-peptide + B3 complex and moisture.,1189.15
BB-2411,Vatika - Enriched Coconut with Hibiscus Hair Oil,unit,477.0,83.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Start using Dabur Vatika Enriched Coconut Oil with a hibiscus hair oil to control hair fall, the all-natural way. Hibiscus extracts promote strong hair to help control hair fall and maintain the natural colour of your hair while coconut deeply nourishes your scalp to encourage healthy hair growth.",150.3
BB-24112,Organic Tulsi,unit,529.0,643.0,CareWell Distributors,1,Beauty & Hygiene,"Maharishi Ayurveda brings you organic Tulsi Extracts for the health benefits this age-old herb provides. Tulsi, also known as ""Holy Basil,"" has been used by many cultures around the world for thousands of years. Described in the Vedas as the most sacred holy plant, it was traditionally used in religious ceremonies and ayurvedic formulas. Called ""the wonder herb,"" it's a common ingredient in ayurvedic throat syrup to soothe the occasional cough.Promotes respiratory health, supporting the lungs and bronchial system. The tablets contain vitamins A and C, and antioxidants that help fight free radicals and supports a healthy pulmonary system. It also helps reduce ama (toxins).",170.0
BB-24118,"Milo Active Go, Imported",unit,730.0,208.0,GlobalFoods India,7,Gourmet & World Food,"Drinking Milo with ActivGo as part of Nutritious bteakfast provides the Nutrients to help you get the best Start every day, Promotomali a Unique and proprietary malt extract found only in Milo it Naturally contains Carbohydrates giving you energy to go further",550.0
BB-24122,Olive Oil - Pure,unit,985.0,301.0,Chef's Basket Supplies,7,Gourmet & World Food,Premium quality Olive oil from selected hand picked Olives from Spain.,1170.0
BB-24124,Powder - Rasam,unit,2967.0,669.0,Spices of India,7,"Foodgrains, Oil & Masala","EAN Code: 8906010367541  Manufactured by: factory. Unit-I. GRB Dairy Foods Pvt Ltd # N-10, III Phase, SIDCO Indl. Estate, Hosur - 635 126, Tamilnadu, India  Country of origin: India  Best before 05-12-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@SIRA.com",50.0
BB-24128,Reviving Oxy Pack,unit,1743.0,298.0,SoftTouch Hygiene,7,Beauty & Hygiene,"I am 100% free of parabens, harsh chemicals, alcohol, artificial fragrance, and color. Organic aloe vera gel and lavender essential oil combine together to detoxify, lock moisture, condition and heal your skin. I am a super quick fix for the dull, tired and sallow skin as I pump a shot of oxygen molecules that instantly detoxify and energize skin clogged by environmental factors such as pollution and sun damage. Extracts of grapefruit, witch hazel, and white lotus are antioxidants that stimulate blood circulation leaving your skin looked after and refreshed.",479.5
BB-24147,Juice - Wellnezz Jamun,unit,511.0,149.0,Hydration Hub,7,Beverages,"With no added color and preservatives, Real Wellness Jamun has 100% juice content. We bring to you the wellness and goodness of 900 grams of carefully chosen in 1 litre of Real Wellness jamun juice. Average weight of 1 Jamun= 12gm",149.0
BB-2417,"Natural Vetiver Bath Scrubber, Colour May Vary",unit,1874.0,317.0,Personal Care Plus,7,Beauty & Hygiene,"Natural Vetiver Bath Scrubber Ayurveda recommends Vetiver/Khus for earthy aroma, removing dead skin from our body, replenishing moisture in dry skin, rejuvenating effect on mature skin and promoting blood circulation. Use it regularly when you take a bath.",159.2
BB-24171,SS Delite Container No.3,unit,36.0,204.0,Modern Kitchen Co.,1,"Kitchen, Garden & Pets",Neelam presents this high quality stainless steel utensils which will add ease and comfort to your kitchen chores. The brand has been at the cutting edge of technology and innovation offering both style . This one is made from high grade steel and is high in quality and durability.,150.0
BB-24194,Mixed Herbs,unit,202.0,46.0,FarmFresh Pulses,7,"Foodgrains, Oil & Masala","An herb bouquet of dried and crushed oregano, basil, parsley, thyme, garlic and chilli flakes in a bottle - that's how we'd describe SNAP!N's Mixed Herbs. Sprinkle this aromatic seasoning blend on top of soups, pastas, pizzas, salads, sautéed veggies and more to elevate the flavours in your dish. The possibilities are endless with this all-purpose seasoning!",79.0
BB-24196,"Non-Stick Flat Dosa Tawa - 260 mm, Aluminium, Assorted Colour",unit,2112.0,357.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets","Master Non-stick Dosa Tawa can be used on LPG Stove. It is made of aluminium with 3 mm thickness which is is Metal Spoon Friendly. The Dosa Tawa is 280 mm in size which is an adequate size for cooking. The product comes with layers of coating making it extremely safe for cooking along with increasing its durability. 
Gives the perfect finishing and durability. The PFOA Non-stick coating on Tawa is non-toxic, non-porous, non-staining and non-reactive with food. The Bakelite handle ensures smooth handling.",299.0
BB-24208,Daily Calamine Talc - Renew,unit,5416.0,936.0,DermaCare Solutions,7,Beauty & Hygiene,Candid Daily Calamine Talc gives the skin a cooling sensation and helps treat itching and burning sensation cause due to the heat. It aids in regenerating the skin and comes especially handy in summer.,175.0
BB-24210,Jelly - Guava Jelly,unit,789.0,236.0,FineFoods Distributors,7,Gourmet & World Food,"Handcrafted and handpicked by the traditional women of Bhuira village in Himachal, this Guava Jelly successfully brings the sweet-jelly flavor and the experience of the mountains to your breakfast table. _x000D_
It is made from the fresh juice of home-grown or organically grown guavas and has no added sugar or preservatives. It is also made using 40% more fruit substance than their market counterparts. Their packaging is world-class so you can gift it to your friends and family over special occasions. _x000D_
_x000D_
It is 100% vegetarian and lasts for two years if it’s properly refrigerated. It tastes even better than Nutella on toasts, pancakes and waffles, and is a completely healthy alternative. If you’re health conscious, you should definitely have this in stock before it’s all snapped up!",269.1
BB-24212,Durum Wheat Pasta - Fusilli,unit,2727.0,811.0,Continental Flavors,7,Gourmet & World Food,"Happy Chefâ€™s Durum Wheat Fusilli Pasta is here to satisfy all your Italian cuisine cravings. From the shape to the perfect al dente texture, you can have it all and show off your chef skills. This pasta is made from durum wheat and semolina and no added maida to give you a guilt-free experience so you can enjoy this beloved food._x000D__x000D_
_x000D__x000D_
Our range of pasta is prepared hygienically and packed in a spick and span facility. It is created with love using a slow drying process to give you the ultimate texture experience in every bite. Happy Chef is delighted to give you a healthier option to enjoy all kinds of food with your loved ones.",175.01
BB-24228,S.S. Insulated Tea Pot/Flask,unit,446.0,79.0,KitchenCraft Supplies,7,"Kitchen, Garden & Pets","Brand : NanoNine ; _x000D_
Capacity : 700 ml ; _x000D_
Color : Silver ; _x000D_
Usage : Curries , Rice , Idlies , Pasta Etc ; _x000D_
Material : Stainless Steel ;_x000D_
Lid : Air Tight Food frade ;_x000D_
Content : Set of 4 .",359.0
BB-24233,Aloe Cucumber Gel,unit,180.0,36.0,DermaCare Solutions,7,Beauty & Hygiene,"Nutrinorm’s Aloe Cucumber Gel: Aloe Vera is known to rejuvenate the skin and cucumber soothes minor skin break-outs. A blend of these two has a cooling and refreshing effect on the skin. Especially beneficial for oily skin. Aloe vera is known for keeping skin hydrated and clear. It is rich in anti-oxidants such as and Vitamin A, Vitamin C and Vitamin E and it contain seven of the 8 essential amino acids. It is also known for its anti-inflammatory properties.",199.0
BB-24241,Herbal Tea - Organic Vedic Kadha,unit,101.0,120.0,Hydration Hub,1,Beverages,"Sip on our age-old ingenious blend of time-honored Ayurvedic superfoods with a plethora of robust health benefits. A powerful health-promoting blend of turmeric, holy basil, amla (indian gooseberry), ginger, black pepper and other spices. Caffeine-free herbal blend with no artificial additives.",199.0
BB-24249,Dreamflower Fragrant Talc,unit,660.0,115.0,PureSkin Essentials,7,Beauty & Hygiene,"Ponds Dreamflower Talcum Powder Envelopes You With Alluring Aroma And Sparkle. This Gentle Powder Softly Caresses Your Skin While Providing Long Lasting Protection Against Body Odor And Perspiration. Remain Clean And Fresh All Day Long With This Satin Textured Powder. Loaded With Natural Ingredients, The Powder Is Gentle And Effective And Also Provides Instant Fairness To Your Skin. Even Out Your Skin Tone And Make It Look Non-Patchy Or Oily With This Powder. It Is Also Easy To Apply. Buy The Ponds Dreamflower Talcum Powder Now, So You Can Present Yourself Confidently Even On The Hottest Days!  For Beauty tips, tricks & more visitÃƒ€šÃ‚ https://SIRA.blog/",49.0
BB-24264,Milkmaid Sweetened Condensed Milk,unit,64.0,30.0,Cream Valley Foods,7,"Bakery, Cakes & Dairy","MILKMAID is rich and creamy, sweetened condensed milk - the dessert partner that helps you make a range of mouth-watering sweets at home - be it payasam, ice creams, cakes and much more. Made with high-quality milk, your favourite MILKMAID has been delighting generations for over 100 years! Make and enjoy your favourite desserts after lunch, dinner or as a snack. Milkmaid comes in the size of 400g Tin, each serving of loved dessert containing approx. 45 Kcal per tablespoon. Are you worried you may not know how to use it? We have got you covered with www.milkmaid.in. Milkmaid’s very own website with more than 100 irresistible recipes, to help you create hundreds of sweet stories!",109.0
BB-24274,Face Wash - Bio Morning Nectar Flawless Prevents Dark Spots,unit,3883.0,658.0,CareWell Distributors,7,Beauty & Hygiene,"This fresh-foaming gel is blended with the juices of pineapple, tomato, lemon and papaya fruit to visibly lighten skin for a fairer, flawless look. With regular use, skin reclaims its soft, smooth, youthful tone and texture.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit SIRA lifestyle blog, Click Here to visit SIRA’s lifestyle blog",48.75
BB-24288,Naturals Moroccan Argan Hair Oil,unit,1732.0,291.0,PureSkin Essentials,7,Beauty & Hygiene,"The new Dabur Vatika Naturals Moroccan Argan Hair oil is infused with 7 Ayurvedic herbs. It is specifically formulated for the Indian woman and her hair issues of thinning hair. This hair oil helps get strong & shiny hair, thus promoting hair growth. Argan Oil has a high content of antioxidants, essential fatty acids, and vitamin E. The botanical ingredients in this oil helps replenish nutrients, fortify damaged hair. It's nutrients repair damaged & dull hair making them strong and shiny. Our Sourcing Process, Sourced from the best in the world, Argan from Morocco nourishes and protects to give strong shiny hair. This oil helps in giving hair stronger & shinier look as if the damage never happened.",191.25
